Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response,totalSeasons,ratingSite,tomatoMeter
The Kids Are All Right,2010,R,2010-07-30,106 min,"Comedy, Drama, Romance",Lisa Cholodenko,"Lisa Cholodenko, Stuart Blumberg","Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska",Two children conceived by artificial insemination bring their biological father into their non-traditional family life.,English,USA,Nominated for 4 Oscars. Another 28 wins & 120 nominations.,https://m.media-amazon.com/images/M/MV5BMjE4NTMwNDg5MF5BMl5BanBnXkFtZTcwNDY2ODE0Mw@@._V1_SX300.jpg,86,7,119609,tt0842926,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/10012141-kids_are_all_right/,2010-11-16,"$20,803,237",Focus Features,http://www.filminfocus.com/focusfeatures/film/the_kids_are_all_right,True,NA,Rotten Tomatoes,93%
They Live,1988,R,1988-11-04,94 min,"Action, Horror, Sci-Fi, Thriller",John Carpenter,"Ray Nelson (short story ""Eight O'Clock in the Morning""), John Carpenter (screenplay)","Roddy Piper, Keith David, Meg Foster, George 'Buck' Flower",A drifter discovers a pair of sunglasses that allow him to wake up to the fact that aliens have taken over the Earth.,English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ3MjM3ODU1NV5BMl5BanBnXkFtZTgwMjU3NDU2MTE@._V1_SX300.jpg,54,7.3,93800,tt0096256,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/they_live/,2000-10-10,N/A,MCA/Universal Pictures,N/A,True,NA,Rotten Tomatoes,85%
The Great Escape,1963,Not Rated,1963-07-04,172 min,"Adventure, Drama, History, Thriller, War",John Sturges,"Paul Brickhill (book), James Clavell (screenplay), W.R. Burnett (screenplay)","Steve McQueen, James Garner, Richard Attenborough, James Donald",Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,"English, German, French, Russian, Spanish",USA,Nominated for 1 Oscar. Another 2 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,87,8.2,201821,tt0057115,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,https://www.rottentomatoes.com/m/great_escape/,1998-03-31,N/A,United Artists,N/A,True,NA,Rotten Tomatoes,93%
What the #$*! Do We (K)now!?,2004,Not Rated,2004-10-22,109 min,"Documentary, Comedy, Drama, Fantasy, Mystery, Sci-Fi","William Arntz, Betsy Chasse, Mark Vicente","William Arntz, Betsy Chasse, Matthew Hoffman, Mark Vicente","Marlee Matlin, Elaine Hendrix, John Ross Bowie, Robert Bailey Jr.",A fictional photographer's quest to spiritually rediscover herself is interspersed with documentary footage of scientists and theologians discussing the philosophical aspects of quantum physics.,"English, German, Spanish",USA,2 wins.,https://m.media-amazon.com/images/M/MV5BMTQ5MjM4NjIyNl5BMl5BanBnXkFtZTYwNTUzMjQ3._V1_SX300.jpg,38,5.4,12753,tt0399877,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/what_the__do_we_know/,2005-03-15,"$10,658,111",Lord of the Wind,http://www.whatthebleep.biz/,True,NA,Rotten Tomatoes,34%
The Last Exorcism Part II,2013,PG-13,2013-03-01,88 min,"Drama, Horror, Thriller",Ed Gass-Donnelly,"Damien Chazelle (screenplay), Ed Gass-Donnelly (screenplay), Damien Chazelle (story), Huck Botko (characters created by), Andrew Gurland (characters created by)","Ashley Bell, Julia Garner, Spencer Treat Clark, David Jensen","As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",English,"France, USA",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTk5MjkxMjUxMF5BMl5BanBnXkFtZTcwODk5ODUwOQ@@._V1_SX300.jpg,35,4,14976,tt2034139,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_last_exorcism_part_ii_2013/,2013-06-18,"$15,200,000",CBS Films,http://www.thelastexorcism2.com/,True,NA,Rotten Tomatoes,16%
Boyhood,2014,R,2014-08-15,165 min,Drama,Richard Linklater,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Elijah Smith, Lorelei Linklater","The life of Mason, from early childhood to his arrival at college.","English, Spanish",USA,Won 1 Oscar. Another 171 wins & 209 nominations.,https://m.media-amazon.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_SX300.jpg,100,7.9,311485,tt1065073,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/boyhood/,2015-01-06,"$18,859,617",IFC Films,http://www.ifcfilms.com/films/boyhood,True,NA,Rotten Tomatoes,97%
Scoop,2006,PG-13,2006-07-28,96 min,"Comedy, Crime, Mystery",Woody Allen,Woody Allen,"Jim Dunk, Robert Bathurst, Geoff Bell, Christopher Fulford","An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",English,"UK, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BYTE3NGJjNWMtMTUyMy00YTZhLWE3NWMtZWRjZmVhYjlhZWFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,48,6.7,75259,tt0457513,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/scoop/,2006-11-21,"$10,467,056",Focus Features,http://www.scoopmovie.net/,True,NA,Rotten Tomatoes,41%
Planet of the Apes,2001,PG-13,2001-07-27,119 min,"Action, Adventure, Sci-Fi, Thriller",Tim Burton,"Pierre Boulle (novel), William Broyles Jr. (screenplay), Lawrence Konner (screenplay), Mark Rosenthal (screenplay)","Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan","In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",English,USA,Nominated for 2 BAFTA Film Awards. Another 10 wins & 27 nominations.,https://m.media-amazon.com/images/M/MV5BY2RlMDhlY2MtMjQ1Zi00NzI5LTgxOTgtZjliNWMzYTY3NWZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,50,5.7,199489,tt0133152,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1108704-planet_of_the_apes/,2001-11-20,"$178,094,583",20th Century Fox,http://www.planetoftheapes.com,True,NA,Rotten Tomatoes,45%
The Wash,2001,R,2001-11-14,93 min,Comedy,DJ Pooh,DJ Pooh,"Anthony Albano, Dr. Dre, Tic, Lamont Bentley","With the rent due and his car booted, Sean (Dr. Dre) has to come up with some ends...and fast. When his best buddy and roommate Dee Loc (Snoop Dogg), suggests that Sean get a job busting ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQyNzk0NjE5N15BMl5BanBnXkFtZTYwMDU2Mzc3._V1_SX300.jpg,18,4.7,6192,tt0290332,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1110236-wash/,2002-03-12,"$9,756,000",Lions Gate Films,http://www.thewashthemovie.com,True,NA,Rotten Tomatoes,8%
3 Strikes,2000,R,2000-03-01,82 min,Comedy,DJ Pooh,DJ Pooh,"Brian Hooks, N'Bushe Wright, Faizon Love, E-40","Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTIzOTU5NTIxMl5BMl5BanBnXkFtZTYwODM1Mzk5._V1_SX300.jpg,11,4.5,2773,tt0199290,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/3_strikes/,2001-06-19,N/A,MGM Home Entertainment,http://www.mgm.com/3strikes/index.html,True,NA,Rotten Tomatoes,0%
The Cooler,2003,R,2004-01-16,101 min,"Drama, Romance",Wayne Kramer,"Frank Hannah, Wayne Kramer","William H. Macy, Alec Baldwin, Maria Bello, Shawn Hatosy","In an old school Las Vegas casino, its top gambling jinx breaks his curse when he falls in love, much to his boss' consternation.",English,USA,Nominated for 1 Oscar. Another 9 wins & 25 nominations.,https://m.media-amazon.com/images/M/MV5BMTQzOTI5MDcxMV5BMl5BanBnXkFtZTYwMDQwOTI3._V1_SX300.jpg,69,7,30685,tt0318374,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/cooler/,2004-04-27,"$8,179,538",Lions Gate Films,http://www.thecoolermovie.com,True,NA,Rotten Tomatoes,77%
The Misfits,1961,Not Rated,1961-02-01,125 min,"Drama, Romance, Western",John Huston,Arthur Miller (screenplay),"Clark Gable, Marilyn Monroe, Montgomery Clift, Thelma Ritter",A divorcée falls for an over-the-hill cowboy who is struggling to maintain his romantically independent lifestyle.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BOTM5ZjZiYjctOTZhYy00Mzg3LWI0MDEtODYzMzk0MzM5MmYyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,N/A,7.4,15337,tt0055184,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/misfits/,2001-06-19,N/A,United Artists,N/A,True,NA,Rotten Tomatoes,100%
The Night Listener,2006,R,2006-08-04,91 min,"Crime, Mystery, Thriller",Patrick Stettner,"Armistead Maupin (screenplay), Terry Anderson (screenplay), Patrick Stettner (screenplay), Armistead Maupin (novel)","Robin Williams, Toni Collette, Joe Morton, Bobby Cannavale","In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan, a young boy, via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BNDUwMGMxNzgtNzQ5MC00ZWEyLWI2ZDItNTRhZDgzZGE1ZTVkXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg,51,5.9,13982,tt0448075,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_night_listener/,2007-01-09,"$7,766,987",Miramax,http://www.thenightlistener-movie.com/,True,NA,Rotten Tomatoes,40%
The Jerky Boys,1995,R,1995-02-03,82 min,"Comedy, Crime",James Melkonian,"James Melkonian, Rich Wilkes, John G. Brennan, Kamal Ahmed","John G. Brennan, Kamal Ahmed, Alan Arkin, William Hickey","When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmVlOTZkNDAtOGMxYy00ZTU4LWIwOTgtZjI2OWIxYTU5OGJiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,4.7,2299,tt0110189,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/jerky_boys_the_the_movie/,1995-09-12,N/A,Buena Vista,N/A,True,NA,Rotten Tomatoes,17%
My Soul to Take,2010,R,2010-10-08,107 min,"Horror, Mystery, Thriller",Wes Craven,Wes Craven,"Max Thieriot, John Magaro, Denzel Whitaker, Zena Grey",A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTk4NjE1OTg1MV5BMl5BanBnXkFtZTcwNTgwOTU3Mw@@._V1_SX300.jpg,25,4.8,18143,tt0872230,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/258/,2011-02-08,"$14,637,490",Universal Pictures,http://www.iamrogue.com/mysoultotake,True,NA,Rotten Tomatoes,8%
The Orphanage,2007,R,2008-01-11,105 min,"Drama, Horror, Mystery, Thriller",J.A. Bayona,Sergio G. Sánchez (screenplay),"Belén Rueda, Fernando Cayo, Roger Príncep, Mabel Rivera","A woman brings her family back to her childhood home, which used to be an orphanage for handicapped children. Before long, her son starts to communicate with an invisible new friend.",Spanish,Spain,32 wins & 41 nominations.,https://m.media-amazon.com/images/M/MV5BNTRjZjUzMDEtMjM5MC00NTMzLWJlYzItNzYzNjIwZjc0YjIzXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,74,7.5,135668,tt0464141,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_orphanage/,2008-04-22,"$6,905,218",Picturehouse,http://www.theorphanagemovie.com/,True,NA,Rotten Tomatoes,87%
A Haunted House 2,2014,R,2014-04-18,86 min,"Comedy, Fantasy",Michael Tiddes,"Marlon Wayans, Rick Alvarez, Marlon Wayans (characters), Rick Alvarez (characters)","Marlon Wayans, Jaime Pressly, Essence Atkins, Gabriel Iglesias","Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ4Njc2MTY4OF5BMl5BanBnXkFtZTgwNTQyNTg1MTE@._V1_SX300.jpg,17,4.7,17763,tt2828996,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/a_haunted_house_2/,2014-08-12,"$13,710,572",Open Road Films,http://www.facebook.com/AHauntedHouse,True,NA,Rotten Tomatoes,8%
The Rules of Attraction,2002,R,2002-10-11,110 min,"Comedy, Drama, Romance",Roger Avary,"Bret Easton Ellis (novel), Roger Avary (screenplay)","James Van Der Beek, Shannyn Sossamon, Jessica Biel, Kip Pardue","The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.","English, German","Germany, USA",2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BOTc4OTZlOWMtYjc0NC00MmU5LWJjNGEtOGE2OTE3YzgyN2JlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,50,6.7,47245,tt0292644,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/rules_of_attraction/,2003-02-18,"$6,466,416",Lions Gate Films,http://www.rulesofattraction.com,True,NA,Rotten Tomatoes,43%
Topaz,1969,PG,1969-12-19,143 min,"Drama, Thriller",Alfred Hitchcock,"Leon Uris (from the novel by), Samuel A. Taylor (screenplay)","Frederick Stafford, Dany Robin, John Vernon, Karin Dor","A French Intelligence Agent becomes embroiled in the Cold War politics first with uncovering the events leading up to the 1962 Cuban Missile Crisis, and then back to France to break up an international Russian spy ring.","English, Spanish, French, Russian",USA,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTYyZDdiYjEtYmZkMy00Y2EyLWIwOGUtYzdlMzgzZDZkOTQwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,6.3,14976,tt0065112,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/topaz/,2001-03-06,N/A,Universal Pictures,N/A,True,NA,Rotten Tomatoes,68%
Let's Go to Prison,2006,R,2006-11-17,84 min,"Comedy, Crime",Bob Odenkirk,"Robert Ben Garant, Thomas Lennon, Michael Patrick Jann, Jim Hogshire (book)","Dax Shepard, Will Arnett, Chi McBride, David Koechner","When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ2ODkxNDE1N15BMl5BanBnXkFtZTcwOTMzMjkzMQ@@._V1_SX300.jpg,27,6,21660,tt0454987,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/lets_go_to_prison/,2007-03-06,"$5,525,320",Universal Pictures,http://www.letsgotoprison.com,True,NA,Rotten Tomatoes,12%
Four Rooms,1995,R,1995-12-25,98 min,Comedy,"Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino","Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino","Sammi Davis, Amanda De Cadenet, Valeria Golino, Madonna",Four interlocking tales that take place in a fading hotel on New Year's Eve.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNDc3Y2YwMjUtYzlkMi00MTljLTg1ZGMtYzUwODljZTI1OTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,6.8,89264,tt0113101,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/four_rooms/,1999-04-20,N/A,Miramax Films,N/A,True,NA,Rotten Tomatoes,14%
Secretary,2002,R,2002-10-11,107 min,"Comedy, Drama, Romance",Steven Shainberg,"Erin Cressida Wilson (screenplay), Mary Gaitskill (short story), Steven Shainberg (story adaptation), Erin Cressida Wilson (story adaptation)","James Spader, Maggie Gyllenhaal, Jeremy Davies, Lesley Ann Warren","A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",English,USA,Nominated for 1 Golden Globe. Another 15 wins & 25 nominations.,https://m.media-amazon.com/images/M/MV5BMjA5ODIzMTQ4M15BMl5BanBnXkFtZTYwMDgwNDA3._V1_SX300.jpg,63,7,76338,tt0274812,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/secretary/,2003-04-01,"$3,806,471",Lions Gate,http://www.secretarythemovie.com/,True,NA,Rotten Tomatoes,76%
The Real Cancun,2003,R,2003-04-25,96 min,Documentary,Rick de Oliveira,Brian Caldirola,"Benjamin Fletcher, Nicole Frilot, Roxanne Frilot, David Ingber","Sixteen American college students drink, flirt, fight and canoodle during their Spring Break vacation in Cancun, Mexico.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTk1NDA0ODUyOF5BMl5BanBnXkFtZTYwMzI4NTA3._V1_SX300.jpg,34,2.7,3665,tt0360916,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/real_cancun/,2003-07-01,"$3,713,002",New Line Cinema,http://www.therealcancun.com,True,NA,Rotten Tomatoes,35%
Talk Radio,1988,R,1989-01-13,110 min,Drama,Oliver Stone,"Stephen Singular (book), Eric Bogosian (play), Tad Savinar (play), Eric Bogosian (play), Eric Bogosian (screenplay), Oliver Stone (screenplay)","Eric Bogosian, Ellen Greene, Leslie Hope, John C. McGinley","A rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national.",English,"USA, Canada",3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BY2JlZTE4ZmItNjU2MC00NjM2LWFkMDItZWFjNTc4NDA4YzkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,7.3,11169,tt0096219,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/talk_radio/,2000-10-31,N/A,MCA Universal Home Video,N/A,True,NA,Rotten Tomatoes,82%
Waiting for Guffman,1996,R,1997-01-31,84 min,Comedy,Christopher Guest,"Christopher Guest, Eugene Levy","Deborah Theaker, Michael Hitchcock, Scott Williamson, Larry Miller",An aspiring director and the marginally talented amateur cast of a hokey small-town Missouri musical production go overboard when they learn that someone from Broadway will be in attendance.,English,USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYWY4OGVjOTctYTViZC00MWQzLWIyNjYtM2JmOWIzZGQwNWYyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,71,7.6,24635,tt0118111,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/waiting_for_guffman/,2001-08-21,N/A,Sony Pictures Classics,N/A,True,NA,Rotten Tomatoes,91%
Love Stinks,1999,R,1999-09-10,94 min,Comedy,Jeff Franklin,Jeff Franklin,"French Stewart, Bridgette Wilson-Sampras, Bill Bellamy, Tyra Banks","Seth Winnick has it all: a successful career in television, good friends, and a passionate relationship with beautiful Chelsea. However, when he fails to make a timely marriage proposal, Chelsea tries to make his life hell.",English,USA,N/A,https://ia.media-imdb.com/images/M/MV5BMTE5OTI2ODk3NV5BMl5BanBnXkFtZTcwNzA1MTkxMQ@@._V1_SX300.jpg,23,5.8,4564,tt0188863,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/love_stinks/,2000-02-01,N/A,Legacy Releasing,N/A,True,NA,Rotten Tomatoes,19%
You Kill Me,2007,R,2007-07-13,93 min,"Comedy, Crime, Romance, Thriller",John Dahl,"Christopher Markus, Stephen McFeely","Ben Kingsley, Téa Leoni, Luke Wilson, Dennis Farina","While drying out on the West Coast, an alcoholic hitman befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTAyMjg3NDE4MDleQTJeQWpwZ15BbWU3MDg2NzE4NDE@._V1_SX300.jpg,64,6.5,17144,tt0796375,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1178913-1178913-you_kill_me/,2007-10-09,"$2,311,434",IFC Films,http://youkillmethefilm.com/,True,NA,Rotten Tomatoes,78%
Thumbsucker,2005,R,2005-10-07,96 min,"Comedy, Drama",Mike Mills,"Walter Kirn (novel), Mike Mills","Ted Beckman, Benjamin Bratt, Vincent D'Onofrio, Arvin V. Entena",Justin throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.,English,USA,5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYTYyZDUzNGItMTA0Zi00ODhkLTk5NzktYTg3YjFjMWFjZmI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,69,6.6,19799,tt0318761,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/thumbsucker/,2006-01-24,"$1,111,641",Sony Pictures Classics,http://www.sonyclassics.com/thumbsucker/,True,NA,Rotten Tomatoes,71%
Red State,2011,R,2011-09-30,88 min,"Action, Crime, Horror, Thriller",Kevin Smith,Kevin Smith,"Michael Angarano, Deborah Aquila, Nicholas Braun, Ronnie Connell","Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter fundamentalists with a much more sinister agenda.",English,USA,3 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTQyNjMwMzA1MV5BMl5BanBnXkFtZTcwMzQyNDAxNg@@._V1_SX300.jpg,50,6.2,58798,tt0873886,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/red_state/,2011-10-18,"$1,000,000",SModcast Pictures,http://coopersdell.com/,True,NA,Rotten Tomatoes,61%
Mirrormask,2005,PG,2006-03-03,101 min,"Adventure, Fantasy",Dave McKean,"Neil Gaiman (story), Dave McKean (story), Neil Gaiman (teleplay)","Stephanie Leonidas, Jason Barry, Rob Brydon, Gina McKee","In a fantasy world of opposing kingdoms, a fifteen-year-old girl must find the fabled MirrorMask in order to save the kingdom and get home.",English,"UK, USA",5 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMGEyMjcyNDctYWVkNy00ZDEyLTgxMDUtNWY0ZWIyNWMzNGJlXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg,55,6.9,21477,tt0366780,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/mirrormask/,2006-01-10,"$802,961",Samuel Goldwyn Films,http://www.sonypictures.com/homevideo/mirrormask/,True,NA,Rotten Tomatoes,54%
Samsara,2011,PG-13,2012-08-23,102 min,"Documentary, Music",Ron Fricke,"Ron Fricke (concept and treatment written by), Mark Magidson (concept and treatment written by)","Balinese Tari Legong Dancers, Ni Made Megahadi Pratiwi, Puti Sri Candra Dewi, Putu Dinda Pratika","Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.",None,"USA, Indonesia, Singapore, Thailand, Kenya, Denmark, Brazil, Jordan, United Arab Emirates, Saudi Arabia, South Africa, Italy, Ghana, Egypt, China, Japan, Ethiopia, South Korea, Namibia",1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNjY3NzM4MTI5NF5BMl5BanBnXkFtZTcwMjk3NTA5Nw@@._V1_SX300.jpg,65,8.5,28911,tt0770802,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/samsara_2012/,2013-01-08,"$1,701,381",Oscilloscope Pictures,http://barakasamsara.com/,True,NA,Rotten Tomatoes,77%
The Art of Getting By,2011,PG-13,2011-06-17,83 min,"Drama, Romance",Gavin Wiesen,Gavin Wiesen,"Freddie Highmore, Emma Roberts, Sasha Spielberg, Marcus Carl Franklin","George, a lonely and fatalistic teen who has made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNDg3NzE5MjU3MV5BMl5BanBnXkFtZTcwNjY1NTgxNQ@@._V1_SX300.jpg,36,6.6,53141,tt1645080,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_art_of_getting_by/,2011-11-29,"$1,429,260",Fox Searchlight,http://www.foxsearchlight.com/theartofgettingby/,True,NA,Rotten Tomatoes,20%
Zipper,2015,R,2015-08-28,112 min,"Drama, Thriller",Mora Stephens,"Mora Stephens, Mora Stephens, Joel Viertel, Joel Viertel","Patrick Wilson, Lena Headey, Ray Winstone, Richard Dreyfuss",A successful family man with a blossoming political career loses all sense of morality when he becomes addicted to using an escort agency.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjIxODgzMDcwNV5BMl5BanBnXkFtZTgwODIyODIzNjE@._V1_SX300.jpg,39,5.7,5974,tt3346224,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/zipper/,2015-09-29,N/A,Alchemy Films,http://Zippermovie.com,True,NA,Rotten Tomatoes,17%
Poolhall Junkies,2002,R,2003-02-28,99 min,"Comedy, Drama, Sport, Thriller",Mars Callahan,"Mars Callahan, Chris Corso","Chazz Palminteri, Ricky Schroder, Rod Steiger, Michael Rosenbaum","A talented pool hustler who has stayed out of the game for years, must go back to his old ways when his little brother gets involved with his enemy, the very man who held him back from greatness.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTY5NjE3MjkzM15BMl5BanBnXkFtZTYwMDU1NDk5._V1_SX300.jpg,36,7,9136,tt0273982,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/poolhall_junkies/,2003-08-26,"$504,507",Samuel Goldwyn Films,http://www.poolhalljunkiesmovie.com,True,NA,Rotten Tomatoes,33%
