Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response,totalSeasons,ratingSite,tomatoMeter
Monty Python and the Holy Grail,1975,PG,1975-06-27,91 min,"Adventure, Comedy, Fantasy","Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam","King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.","English, French, Latin",UK,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,93,8.3,453263,tt0071853,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/monty_python_and_the_holy_grail/,1999-09-07,N/A,Almi Cinema 5,N/A,True,NA,Rotten Tomatoes,97%
Quinceañera,2006,R,2006-07-05,90 min,Drama,"Richard Glatzer, Wash Westmoreland","Richard Glatzer, Wash Westmoreland","Jesus Castanos, Araceli Guzman-Rico, Emily Rios, J.R. Cruz","As Magdalena's 15th birthday approaches, her simple, blissful life is complicated by the discovery that she's pregnant. Kicked out of her house, she finds a new family with her great-granduncle and gay cousin.","Spanish, English",USA,7 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTk0NzExMzU3Ml5BMl5BanBnXkFtZTcwNDQ5NTMzMQ@@._V1_SX300.jpg,72,7.1,3889,tt0451176,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/quinceanera/,2007-01-09,"$1,540,873",Sony Pictures Classics,http://www.quinceaneramovie.com,True,NA,Rotten Tomatoes,86%
Tarnation,2003,Unrated,2004-11-10,88 min,"Documentary, Biography",Jonathan Caouette,Jonathan Caouette,"Renee Leblanc, Jonathan Caouette, Adolph Davis, Rosemary Davis","Film-maker Jonathan Caouette's documentary on growing up with his schizophrenic mother -- a mixture of snapshots, Super-8 film, answering machine messages, video diaries, early short films, and more - culled from nineteen years of his life.",English,USA,9 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMTM5NzczNDE5M15BMl5BanBnXkFtZTcwNDcxMzcyMQ@@._V1_SX300.jpg,87,7.2,6064,tt0390538,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/tarnation/,2005-05-17,"$417,541",Wellspring,http://www.wellspring.com/movies/movie.html?movie_id=56,True,NA,Rotten Tomatoes,92%
I Want Your Money,2010,PG,2010-10-15,92 min,Documentary,Ray Griggs,"Randall Norman Desoto, Ray Griggs","Ken Blackwell, Andrew Breitbart, Chris Cox, Chris Edwards",The film contrasts two views of role that the federal government should play in our daily lives using the words and actions of Ronald Reagan and Barack Obama.,English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMzc4NjcyNjQ3MV5BMl5BanBnXkFtZTcwNzAwNDM2Mw@@._V1_SX300.jpg,N/A,5.1,1167,tt1560957,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/i_want_your_money/,2011-05-17,"$425,899",Freestyle Releasing,http://www.iwantyourmoney.net/,True,NA,Rotten Tomatoes,13%
The Beyond,1981,R,1983-11-11,87 min,Horror,Lucio Fulci,"Dardano Sacchetti (story), Dardano Sacchetti (screenplay), Giorgio Mariuzzo (screenplay), Lucio Fulci (screenplay)","Catriona MacColl, David Warbeck, Cinzia Monreale, Antoine Saint-John","A young woman inherits an old hotel in Louisiana where, following a series of supernatural ""accidents"", she learns that the building was built over one of the entrances to Hell.",Italian,Italy,N/A,https://m.media-amazon.com/images/M/MV5BZWI0NWQzZWUtOWM4Yy00MjlmLWE5NzUtNDVlMWVhODE3ZmFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,6.9,17583,tt0082307,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/beyond/,2000-10-10,N/A,Rolling Thunder,N/A,True,NA,Rotten Tomatoes,63%
What Happens in Vegas,2008,PG-13,2008-05-09,99 min,"Comedy, Romance",Tom Vaughan,Dana Fox,"Cameron Diaz, Ashton Kutcher, Rob Corddry, Lake Bell","A man and a woman are compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.","English, Serbo-Croatian",USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTIxNzMwOTU3OF5BMl5BanBnXkFtZTcwMzk0NTM2MQ@@._V1_SX300.jpg,36,6.1,156111,tt1033643,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/10008760-what_happens_in_vegas/,2008-08-26,"$80,199,843",20th Century Fox,http://www.whathappensinvegasmovie.com/,True,NA,Rotten Tomatoes,26%
The Dark Hours,2005,R,2005-11-11,80 min,"Horror, Thriller",Paul Fox,Wil Zmak,"Kate Greenhouse, Bruce McFee, Jeff Seymour, David Calderisi","The thirty and something years old psychiatrist Dr. Samantha Goodman has an incurable brain tumor that has just started to grow. Felling totally stressed, she decides to spend the weekend ...",English,Canada,12 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0MzY5ODYyM15BMl5BanBnXkFtZTcwMTI1MzEzMQ@@._V1_SX300.jpg,63,6.1,5100,tt0402249,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_dark_hours/,2006-02-07,N/A,Fabrication Films,http://www.thedarkhours.com/,True,NA,Rotten Tomatoes,58%
My Beautiful Laundrette,1985,R,1986-04-04,97 min,"Comedy, Drama, Romance",Stephen Frears,Hanif Kureishi (by),"Daniel Day-Lewis, Richard Graham, Winston Graham, Dudley Thomas",An ambitious Pakistani Briton and his white boyfriend strive for success and hope when they open a glamorous laundromat.,"English, Urdu",UK,Nominated for 1 Oscar. Another 5 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjI1NjE2ODAwOF5BMl5BanBnXkFtZTcwODU2NjE2NA@@._V1_SX300.jpg,75,6.9,12628,tt0091578,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/my_beautiful_laundrette/,2003-06-03,N/A,Orion Classics,N/A,True,NA,Rotten Tomatoes,97%
Fabled,2002,R,2002-08-17,84 min,"Drama, Mystery, Thriller",Ari Kirschenbaum,Ari Kirschenbaum,"Desmond Askew, Katheryn Winnick, J. Richey Nash, Michael Panes",Joseph just broke up with his girlfriend and is not taking it very well. He thinks she is plotting against him with their mutual psychiatrist. His dog is missing and he suspects the people ...,English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BNDA4MjY3NDk2N15BMl5BanBnXkFtZTcwNTI0OTkyMQ@@._V1_SX300.jpg,N/A,5.7,201,tt0299863,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/fabled/,2006-03-28,N/A,Indican Pictures,http://www.fabledthemovie.com,True,NA,Rotten Tomatoes,40%
Show Me,2004,R,2004-09-23,97 min,"Drama, Thriller",Cassandra Nicolaou,"Cassandra Nicolaou, Ken Chubb (story editor)","Michelle Nolden, Kett Turton, Gabriel Hogan, Allegra Fulton","When two squeegee kids descend upon Sarah and her luxury sedan, the fuse is lit on a tense cat and mouse tale of captors and captives. Sarah is forced to continue her trip to an isolated ...","French, English",Canada,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3Mjk4NDY4MF5BMl5BanBnXkFtZTcwNTg0MDIzMQ@@._V1_SX300.jpg,N/A,6,389,tt0414510,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/show_me/,2006-03-21,N/A,Wolfe Video,http://www.showmethefilm.com,True,NA,Rotten Tomatoes,60%
Cries & Whispers,1972,R,1973-03-05,91 min,Drama,Ingmar Bergman,Ingmar Bergman,"Harriet Andersson, Kari Sylwan, Ingrid Thulin, Liv Ullmann","When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.","Swedish, German, Danish",Sweden,Won 1 Oscar. Another 21 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMWYwY2JkOTQtNTcyZS00ZDE3LWE0NDUtM2FkMzI5MmMyNGViXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,N/A,8.1,25026,tt0069467,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/cries_and_whispers/,2001-06-19,N/A,Criterion Collection,N/A,True,NA,Rotten Tomatoes,89%
Intolerance: Love's Struggle Throughout the Ages,1916,NOT RATED,1918-02-24,197 min,"Drama, History",D.W. Griffith,"D.W. Griffith (scenario), Anita Loos (titles)","Lillian Gish, Mae Marsh, Robert Harron, F.A. Turner","The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",N/A,USA,1 win.,https://m.media-amazon.com/images/M/MV5BYmNkNGFiNDYtYjcyNi00ODk5LThjYWEtZTk0OWYxNWQ5MzJiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,N/A,8,12263,tt0006864,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1010644-intolerance/,2002-12-10,N/A,Cohen Media Group,N/A,True,NA,Rotten Tomatoes,97%
Trekkies,1997,PG,2002-11-08,86 min,"Documentary, Comedy",Roger Nygard,N/A,"Denise Crosby, Barbara Adams, Denis Bourguignon, David Greenstein","Denise Crosby takes a first look at the huge fans of ""Star Trek"" and how the series from around America has affected and shaped their lives.","English, Klingon",USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0NjU1NzI0OV5BMl5BanBnXkFtZTcwOTIwMzMyMQ@@._V1_SX300.jpg,64,6.9,4630,tt0120370,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/trekkies/,1999-11-09,N/A,Paramount Pictures,N/A,True,NA,Rotten Tomatoes,86%
The Broadway Melody,1929,Passed,1929-06-06,100 min,"Drama, Musical, Romance",Harry Beaumont,"Edmund Goulding (story), Sarah Y. Mason (continuity), Norman Houston (dialogue), James Gleason (dialogue)","Charles King, Anita Page, Bessie Love","A pair of sisters from the vaudeville circuit try to make it big time on Broadway, but matters of the heart complicate the attempt.",English,USA,Won 1 Oscar. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BZmJlOWM4NDEtYmZmYS00MTIyLTgwYWMtMjFhYmNhZWU4ZmVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,N/A,6.2,5601,tt0019729,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/broadway_melody/,2005-02-01,N/A,MGM Home Entertainment,N/A,True,NA,Rotten Tomatoes,35%
The Evil Dead,1981,NC-17,1983-04-15,85 min,Horror,Sam Raimi,Sam Raimi,"Bruce Campbell, Ellen Sandweiss, Richard DeManincor, Betsy Baker","Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.",English,USA,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BODc2MmVjZmUtNjAzMS00MDNiLWIyM2YtOGEzMjg0YjRhMzRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,71,7.5,166701,tt0083907,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the-evil-dead/,1999-01-19,N/A,New Line Cinema,N/A,True,NA,Rotten Tomatoes,95%
Maniac,2012,Not Rated,2013-01-02,89 min,"Horror, Thriller",Franck Khalfoun,"Alexandre Aja (screenplay), Grégory Levasseur (screenplay), Joe Spinell (original screenplay)","Nora Arnezeder, Brian Ames, America Olivo, Genevieve Alexandra","As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.",English,"France, USA",4 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BYzUyODkwNzUtNGQ0Yy00MGExLTg2NGItNjA4NTEyYjIxYWNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,47,6.1,31875,tt2103217,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/maniac_2013/,2013-10-15,"$20,551",IFC Midnight,http://www.ifcfilms.com/films/ifc-midnight/maniac,True,NA,Rotten Tomatoes,51%
Censored Voices,2015,N/A,2015-06-04,84 min,"Documentary, History",Mor Loushy,"Mor Loushy, Daniel Sivan, Ran Tal, Avraham Shapira (book)",Amos Oz,"The 1967 'Six-Day' war ended with Israel's decisive victory; conquering Jerusalem, Gaza, Sinai and the West Bank. It is a war portrayed, to this day, as a righteous undertaking - a radiant ...","Hebrew, English","Israel, Germany",3 wins & 3 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MDc0MDA0OV5BMl5BanBnXkFtZTgwMzU0NTMyOTE@._V1_SX300.jpg,72,7.3,248,tt3457376,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/censored_voices/,NA,N/A,N/A,N/A,True,NA,Rotten Tomatoes,93%
Murderball,2005,R,2005-08-05,88 min,"Documentary, Sport","Henry Alex Rubin, Dana Adam Shapiro",N/A,"Joe Bishop, Keith Cavill, Andy Cohn, Scott Hogsett","Quadriplegics, who play full-contact rugby in wheelchairs, overcome unimaginable obstacles to compete in the Paralympic Games in Athens, Greece.",English,USA,Nominated for 1 Oscar. Another 17 wins & 12 nominations.,https://ia.media-imdb.com/images/M/MV5BYWRlYmM1MDUtODcxYi00NDFhLTg3ZmMtMjhkMTU3ZjM4ZmJhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,87,7.8,9402,tt0436613,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/murderball/,2005-11-29,"$1,328,551",ThinkFilm,http://www.thinkfilmcompany.com/films/murderball/,True,NA,Rotten Tomatoes,98%
51 Birch Street,2005,UNRATED,2006-10-18,90 min,Documentary,Doug Block,"Doug Block, Amy Seplin","Carol Block, Doug Block, Ellen Block, Karen Block",Documentary filmmaker Doug Block had every reason to believe his parents' 54-year marriage was a good one. But when his mother dies unexpectedly and his father swiftly marries his former ...,English,"Germany, USA",1 win & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTI4Mzc0MzgzOF5BMl5BanBnXkFtZTcwMTc1MTA0MQ@@._V1_SX300.jpg,77,7.4,734,tt0468442,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/51_birch_street/,2007-08-14,N/A,Truly Indie,http://www.51birchstreet.com/,True,NA,Rotten Tomatoes,97%
Halloween,1978,R,1978-10-27,91 min,"Horror, Thriller",John Carpenter,"John Carpenter (screenplay), Debra Hill (screenplay)","Donald Pleasence, Jamie Lee Curtis, Nancy Kyes, P.J. Soles","Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",English,USA,5 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,81,7.8,201371,tt0077651,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1009113-halloween/,1997-10-27,N/A,Compass International Pictures,N/A,True,NA,Rotten Tomatoes,95%
12 Angry Men,1957,Not Rated,1957-04-10,96 min,"Crime, Drama",Sidney Lumet,"Reginald Rose (story), Reginald Rose (screenplay)","Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall",A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,English,USA,Nominated for 3 Oscars. Another 16 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,96,8.9,575605,tt0050083,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1000013-12_angry_men/,2001-03-06,N/A,Criterion Collection,http://www.criterion.com/films/27871-12-angry-men,True,NA,Rotten Tomatoes,100%
My Dog Tulip,2009,NOT RATED,2011-05-06,83 min,"Animation, Drama","Paul Fierlinger, Sandra Fierlinger","J.R. Ackerley (book), Paul Fierlinger (screenplay), Sandra Fierlinger (screenplay)","Christopher Plummer, Lynn Redgrave, Isabella Rossellini, Peter Gerety",The story of a man who rescues a German shepherd and how the two become fast friends.,English,USA,2 nominations.,https://ia.media-imdb.com/images/M/MV5BODM0MjMyMTUyOF5BMl5BanBnXkFtZTcwMjIwMTY3Mw@@._V1_SX300.jpg,80,6.9,1404,tt0843358,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/my-dog-tulip/,2011-07-26,"$246,574",New Yorker Films,http://www.tulipthedog.com/,True,NA,Rotten Tomatoes,90%
It Happened One Night,1934,Not Rated,1934-02-22,105 min,"Comedy, Romance",Frank Capra,"Robert Riskin (screen play), Samuel Hopkins Adams (based on the short story by)","Clark Gable, Claudette Colbert, Walter Connolly, Roscoe Karns",A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.,English,USA,Won 5 Oscars. Another 5 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZmViYmM5OTYtNGQ4Ny00YjQyLThiNjEtYTE4MGZhZTNmZjcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,87,8.1,83309,tt0025316,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/it_happened_one_night/,1999-12-28,N/A,Sony Pictures Home Entertainment,N/A,True,NA,Rotten Tomatoes,98%
Dogtooth,2009,Not Rated,2009-11-11,97 min,"Drama, Horror, Thriller",Yorgos Lanthimos,"Efthymis Filippou, Yorgos Lanthimos","Christos Stergioglou, Michele Valley, Angeliki Papoulia, Hristos Passalis","Three teenagers live isolated, without leaving their house, because their over-protective parents say they can only leave when their dogtooth falls out.",Greek,Greece,Nominated for 1 Oscar. Another 20 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMjIyOTkyMDE5N15BMl5BanBnXkFtZTcwNjIwNzQwMw@@._V1_SX300.jpg,73,7.3,65636,tt1379182,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/dogtooth/,2011-01-25,"$110,197",Kino International,http://www.dogtooth.gr/,True,NA,Rotten Tomatoes,92%
Tupac: Resurrection,2003,R,2003-11-14,112 min,"Documentary, Biography, Music",Lauren Lazin,N/A,"Tupac Shakur, Rappin' 4-Tay, Conrad Bain, Bill Bellamy","Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop M.Cs. of all time.",English,USA,Nominated for 1 Oscar. Another 1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTY4OTY1NzI4N15BMl5BanBnXkFtZTYwNDI5MzQ3._V1_SX300.jpg,66,8,8496,tt0343121,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/tupac_resurrection/,2004-06-15,"$7,646,264",Paramount Pictures,http://www.tupac-resurrection.com/,True,NA,Rotten Tomatoes,78%
Tumbleweeds,1999,PG-13,2000-03-03,102 min,"Drama, Comedy",Gavin O'Connor,"Angela Shelton (story), Gavin O'Connor (screenplay), Angela Shelton (screenplay)","Janet McTeer, Kimberly J. Brown, Jay O. Sanders, Gavin O'Connor","A woman and her daughter have been constantly moving from town to town for years, but their newest home might be different from all the others.",English,USA,Nominated for 1 Oscar. Another 10 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BZTgwOGVjNTEtMzRlYS00ZGE3LTk1ZGYtMDY3ODMzMjFiNmQxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,75,6.7,3094,tt0161023,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1093901-tumbleweeds/,2000-11-24,N/A,Fine Line Features,http://www.tumbleweeds-movie.com,True,NA,Rotten Tomatoes,82%
The Prophecy,1995,R,1995-09-01,98 min,"Action, Crime, Drama, Fantasy, Horror, Mystery, Thriller",Gregory Widen,Gregory Widen,"Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz","The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BZjM4N2I0ZjYtMTFmNC00ZGQ0LWIzNmMtZDZjNzIwOGM1NzA0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,6.5,26846,tt0114194,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1065632-prophecy/,1999-02-09,N/A,Dimension Films,N/A,True,NA,Rotten Tomatoes,43%
When the Cat's Away,1996,R,1997-06-20,91 min,"Comedy, Romance",Cédric Klapisch,Cédric Klapisch,"Garance Clavel, Zinedine Soualem, Renée Le Calm, Olivier Py","Chloe, a young woman, is going on holidays. She entrusts her beloved cat to Madame Renée's care. But one day Madame Renée (an old lady of the neighborhood) can not find the cat. Chloe ...",French,France,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTI0OTEyOTY1M15BMl5BanBnXkFtZTYwNzk0NDg5._V1_SX300.jpg,N/A,6.8,3020,tt0115856,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/when_the_cats_away_1996/,1998-01-06,N/A,Sony Entertainment,N/A,True,NA,Rotten Tomatoes,88%
Pieces of April,2003,PG-13,2003-11-28,80 min,"Comedy, Drama",Peter Hedges,Peter Hedges,"Katie Holmes, Derek Luke, Oliver Platt, Alison Pill",A wayward daughter invites her dying mother and the rest of her estranged family to her apartment for Thanksgiving dinner.,"English, Mandarin",USA,Nominated for 1 Oscar. Another 15 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BNDQyMDM3MzIyMl5BMl5BanBnXkFtZTcwMzUwMDU2NA@@._V1_SX300.jpg,70,7.1,19199,tt0311648,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/pieces_of_april/,2004-02-24,"$2,400,000",United Artists,http://www.magiclanternpr.com/films/pieces_of_april.html,True,NA,Rotten Tomatoes,84%
Old Joy,2006,Unrated,2007-01-26,76 min,Drama,Kelly Reichardt,"Jonathan Raymond, Kelly Reichardt","Daniel London, Will Oldham, Tanya Smith, Robin Rosenberg",Two old pals reunite for a camping trip in Oregon's Cascade Mountains.,English,USA,5 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNjkyMDQxNjY0OV5BMl5BanBnXkFtZTcwMzU3NjI0MQ@@._V1_SX300.jpg,84,6.7,5390,tt0468526,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/old_joy/,2007-05-01,N/A,Kino International,http://www.oldjoymovie.com/,True,NA,Rotten Tomatoes,84%
Wendy and Lucy,2008,R,2009-03-06,80 min,Drama,Kelly Reichardt,"Jonathan Raymond (screenplay by), Kelly Reichardt (screenplay by), Jonathan Raymond (story by)","Michelle Williams, Lucy, David Koppell, Max Clement","Over the summer, a series of unfortunate happening triggers a financial crisis for a young woman and she soon finds her life falling apart.",English,USA,9 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMTI3MTE1NjAwNV5BMl5BanBnXkFtZTcwMDM3MzMwMg@@._V1_SX300.jpg,80,7.1,14504,tt1152850,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/wendy_and_lucy/,2009-05-05,"$700,720",Oscilloscope Pictures,http://www.wendyandlucy.com/index.html,True,NA,Rotten Tomatoes,85%
3 Backyards,2010,R,NA,88 min,Drama,Eric Mendelsohn,Eric Mendelsohn,"Elias Koteas, Kathryn Erbe, Edie Falco, Rachel Resheff",The story of three people from the same suburban town during the course of one curious autumn day.,English,USA,2 wins & 4 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNTgxMzE4Ml5BMl5BanBnXkFtZTcwNzMzNTEzOQ@@._V1_SX300.jpg,69,5.1,583,tt1314190,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/3-backyards/,2011-06-28,N/A,Screen Media Ventures,http://www.threebackyards.com/3_Backyards/3_Backyards.html,True,NA,Rotten Tomatoes,76%
Pierrot le Fou,1965,NOT RATED,1969-01-08,110 min,"Crime, Drama, Romance",Jean-Luc Godard,Jean-Luc Godard,"Jean-Paul Belmondo, Anna Karina, Graziella Galvani","Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.","French, English, Italian","France, Italy",Nominated for 1 BAFTA Film Award. Another 1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTQ0OTc4MDcxMl5BMl5BanBnXkFtZTgwNjIzMjA0NzE@._V1_SX300.jpg,N/A,7.7,24435,tt0059592,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/pierrot-le-fou-pierrot-goes-wild-crazy-pete/,2008-02-19,N/A,Janus Films,N/A,True,NA,Rotten Tomatoes,85%
Sisters in Law,2005,NOT RATED,2006-08-11,104 min,Documentary,"Florence Ayisi, Kim Longinotto",N/A,"Vera Ngassa, Beatrice Ntuba","Set in Kumba in South West Cameroon Sisters in Law follows Adultery, Rape and Abuse cases led by a Female Judge.",English,"Cameroon, UK",5 wins & 3 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NDg2MzI3Nl5BMl5BanBnXkFtZTcwMDU5MDg5MQ@@._V1_SX300.jpg,71,7.5,310,tt0474361,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/sisters_in_law/,NA,N/A,Women Make Movies,N/A,True,NA,Rotten Tomatoes,92%
Ayurveda: Art of Being,2001,Not Rated,2001-09-20,102 min,Documentary,Pan Nalin,Pan Nalin,"Nicolos Kostopoulos, Vaidya Narayan Murthy, Brahmanand Swamigal","Ayurveda is science of life and art of healing; where body, mind and spirit are given equal importance. This voyage of thousands of miles across India and abroad takes you on a unique ...","English, Hindi","India, Switzerland, Germany",2 wins.,https://m.media-amazon.com/images/M/MV5BMTMyOTEwMjU2NV5BMl5BanBnXkFtZTYwMTkxODc5._V1_SX300.jpg,45,7.7,407,tt0221809,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/ayurveda_the_art_of_being/,2004-07-06,N/A,Kino,http://www.kino.com/ayurveda,True,NA,Rotten Tomatoes,57%
