Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response,totalSeasons,ratingSite,tomatoMeter
The Assassination of Jesse James by the Coward Robert Ford,2007,R,2007-10-19,160 min,"Biography, Crime, Drama, History, Western",Andrew Dominik,"Andrew Dominik (screenplay), Ron Hansen (novel)","Brad Pitt, Mary-Louise Parker, Brooklynn Proulx, Dustin Bollinger","Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.","English, Danish","USA, Canada, UK",Nominated for 2 Oscars. Another 25 wins & 65 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2NDI2MTc2NV5BMl5BanBnXkFtZTcwNjA2NTQzMw@@._V1_SX300.jpg,68,7.5,155193,tt0443680,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/assassination_of_jesse_james_by_the_coward_robert_ford/,2008-02-05,"$3,900,000",Warner Bros. Pictures,http://jessejamesmovie.warnerbros.com/,True,NA,Rotten Tomatoes,76%
1911,2011,R,2011-09-23,121 min,"Action, Adventure, Drama, History, War","Li Zhang, Jackie Chan","Xingdong Wang (screenplay), Baoguang Chen (screenplay)","Jackie Chan, Winston Chao, Bingbing Li, Chun Sun",A historical drama based on the founding of the Republic of China when nationalist forces led by Sun Yat-sen overthrew the Qing Dynasty.,"Mandarin, English, French","China, Hong Kong",4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BYmQ4NjQwYzQtNTU5Yy00YTNlLTk0ZmEtYjEyYzIzNDY3NTllXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,37,5.9,5480,tt1772230,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1911/,2012-01-10,"$127,437",Variance Films,http://www.1911movie.com,True,NA,Rotten Tomatoes,8%
Little Nicholas,2009,N/A,2009-09-30,91 min,"Comedy, Family",Laurent Tirard,"Laurent Tirard (screenplay), Grégoire Vigneron (screenplay), Laurent Tirard (dialogue), Grégoire Vigneron (dialogue), Alain Chabat (dialogue), René Goscinny (characters), Jean-Jacques Sempé (characters)","Maxime Godart, Vincent Claude, Charles Vaillant, Victor Carles","Nicolas has a happy existence, parents who love him, a great group of friends with whom he has great fun, and all he wants is that nothing changes. However, one day, he overhears a ...",French,"France, Belgium",3 nominations.,https://m.media-amazon.com/images/M/MV5BMTU3NTQ4MTAzMF5BMl5BanBnXkFtZTcwMjQ3MDE5Mg@@._V1_SX300.jpg,N/A,7.2,10894,tt1264904,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/le-petit-nicolas/,2010-06-29,N/A,Wild Bunch,http://www.wildbunch-distribution.com/site/petitnicolas/,True,NA,Rotten Tomatoes,60%
Wild Card,2015,R,2015-01-14,92 min,"Action, Crime, Drama, Thriller",Simon West,"William Goldman (based on the novel ""Heat"" by), William Goldman (screenplay by)","Jason Statham, Michael Angarano, Dominik García-Lorido, Hope Davis","When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjAyNjkyOTgzNF5BMl5BanBnXkFtZTgwMTk0MDc2MzE@._V1_SX300.jpg,40,5.6,45413,tt2231253,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/heat_2013/,2015-03-31,N/A,The Film Arcade,N/A,True,NA,Rotten Tomatoes,31%
Machine Gun Preacher,2011,R,2011-11-02,129 min,"Action, Biography, Crime, Drama",Marc Forster,Jason Keller,"Gerard Butler, Michelle Monaghan, Kathy Baker, Michael Shannon",Sam Childers is a former drug-dealing biker tough guy who found God and became a crusader for hundreds of Sudanese children who've been forced to become soldiers.,"English, Arabic, Acholi",USA,Nominated for 1 Golden Globe. Another 1 nomination.,https://m.media-amazon.com/images/M/MV5BNDI0NDMzMDU3N15BMl5BanBnXkFtZTcwMTIzNjQzNg@@._V1_SX300.jpg,43,6.8,59334,tt1586752,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/machine_gun_preacher/,2012-06-05,"$400,000",Relativity Media,http://www.machinegunpreacher.com,True,NA,Rotten Tomatoes,27%
Animals United,2010,PG,2010-10-07,93 min,"Animation, Adventure, Comedy, Family","Reinhard Klooss, Holger Tappe","Simon Hauschild (lecture), Oliver Huzly (screenplay), Reinhard Klooss (screenplay), Erich Kästner (book), Sven Severin (screenplay)","James Corden, Stephen Fry, Andy Serkis, Dawn French","A group of animals waiting for the annual flood they rely on for food and water discover that the humans, who have been destroying their habitats have built a dam for a leisure resort.",German,Germany,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjAwNjE2Njc1MF5BMl5BanBnXkFtZTcwNDQ2NTk3Nw@@._V1_SX300.jpg,N/A,4.9,5277,tt1620449,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/animals_united/,2012-04-10,"$550,851",Metropolitan Filmexport,http://www.kdt.film.de/,True,NA,Rotten Tomatoes,25%
Goodbye Bafana,2007,R,2007-04-11,118 min,"Biography, Drama, History",Bille August,"Bille August, Bob Graham (book), James Gregory (book), Greg Latter (adaptation), Greg Latter (screenplay)","Joseph Fiennes, Dennis Haysbert, Diane Kruger, Patrick Lyster",GOODBYE BAFANA is the true story of a white South African racist whose life was profoundly altered by the black prisoner he guarded for twenty years. The prisoner's name was Nelson Mandela.,"English, Xhosa","Germany, France, Belgium, South Africa, Italy, UK, Luxembourg",3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjlhNzg1OGUtY2U2MC00MWFkLTk4NDktNGFjNmViY2U2YjgxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,7.1,11146,tt0438859,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/goodbye-bafana/,2008-05-20,N/A,Paramount Classics,http://www.goodbyebafana.com,True,NA,Rotten Tomatoes,44%
United Passions,2014,NOT RATED,2014-06-19,110 min,"Drama, History, Sport",Frédéric Auburtin,"Frédéric Auburtin, Jean-Paul Delfino","Sam Neill, Tim Roth, Fisher Stevens, Gérard Depardieu","Follows the passing of the FIFA baton through three association presidents: Jules Rimet, Joao Havelange, and Sepp Blatter.",English,France,1 win.,https://m.media-amazon.com/images/M/MV5BMjU5ODY4NDM5Ml5BMl5BanBnXkFtZTgwNTk3OTM4NTE@._V1_SX300.jpg,1,2.1,3830,tt2814362,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/united_passions/,2015-09-14,$900,Screen Media Films,https://www.facebook.com/unitedpassions.movie,True,NA,Rotten Tomatoes,0%
Grace of Monaco,2014,Not Rated,2014-05-14,103 min,"Biography, Drama, Romance",Olivier Dahan,Arash Amel (screenplay),"Nicole Kidman, Tim Roth, Frank Langella, Paz Vega","The story of former Hollywood star Grace Kelly's crisis of marriage and identity, during a political dispute between Monaco's Prince Rainier III and France's Charles De Gaulle, and a looming French invasion of Monaco in the early 1960s.","English, French, Italian","France, Switzerland, Belgium, Italy",Nominated for 2 Primetime Emmys. Another 1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZjFlY2YxOWEtZWQ1NS00OWZjLWJjZjUtNDBjOGRhYzNhZjM4XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,21,5.7,16178,tt2095649,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/grace_of_monaco_2013/,NA,"$640,122",The Weinstein Company,http://www.beyondgracekelly.com/grace-of-monaco-film/making-grace-of-monaco-movie/,True,NA,Rotten Tomatoes,11%
A Warrior's Tail,2015,N/A,2015-11-12,85 min,"Animation, Adventure, Fantasy",Maksim Fadeev,"Aleksandr Chistyakov, Maksim Fadeev (story), Maksim Fadeev, Gregory Poirier","Maksim Chukharyov, Konstantin Khabenskiy, Fedor Bondarchuk, Mikhail Galustyan",A fairytale about a grand life journey of a 10-year-old boy Savva devoted to help his mom and fellow village people to break free from the vicious hyenas.,Russian,Russia,1 nomination.,https://ia.media-imdb.com/images/M/MV5BMTEyNTM1Nzg1NzNeQTJeQWpwZ15BbWU4MDc5MDEwOTIx._V1_SX300.jpg,N/A,4.5,739,tt4075322,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/a_warriors_tail/,NA,N/A,N/A,N/A,True,NA,Rotten Tomatoes,20%
Ripley's Game,2002,R,2003-02-07,110 min,"Crime, Drama, Mystery, Thriller",Liliana Cavani,"Charles McKeown, Liliana Cavani, Patricia Highsmith (novel)","Ray Winstone, John Malkovich, Uwe Mansshardt, Hanns Zischler",A dying family man in need of money is persuaded to assassinate a European crime boss.,"English, German, Italian","UK, Italy, USA",3 nominations.,https://m.media-amazon.com/images/M/MV5BMTA5MjMyODQzNzNeQTJeQWpwZ15BbWU2MDkwMzg0Nw@@._V1_SX300.jpg,N/A,6.6,16196,tt0265651,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/ripleys_game/,2004-03-30,N/A,New Line Cinema,http://cattleya.it/english/progfilm/ripley.html,True,NA,Rotten Tomatoes,92%
Sausage Party,2016,R,2016-08-12,89 min,"Animation, Adventure, Comedy, Fantasy","Greg Tiernan, Conrad Vernon","Kyle Hunter (screenplay by), Ariel Shaffir (screenplay by), Seth Rogen (screenplay by), Evan Goldberg (screenplay by), Seth Rogen (story by), Evan Goldberg (story by), Jonah Hill (story by)","Alistair Abell, Iris Apatow, Sugar Lyn Beard, Michael Cera",A sausage strives to discover the truth about his existence.,English,USA,1 win & 24 nominations.,https://m.media-amazon.com/images/M/MV5BMjkxOTk1MzY4MF5BMl5BanBnXkFtZTgwODQzOTU5ODE@._V1_SX300.jpg,66,6.2,155160,tt1700841,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/sausage_party/,2016-11-08,"$97,661,826",Sony Pictures,http://www.sausagepartymovie.com/site/,True,NA,Rotten Tomatoes,83%
Pitch Perfect 2,2015,PG-13,2015-05-15,115 min,"Comedy, Music",Elizabeth Banks,"Kay Cannon, Mickey Rapkin (based on the book by)","Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow","After a humiliating commando performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.","English, German",USA,9 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMzk4OTM2NzMzNl5BMl5BanBnXkFtZTgwNTAzNDE0NDE@._V1_SX300.jpg,63,6.4,127290,tt2848292,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/pitch_perfect_2/,2015-09-22,"$165,744,048",Universal Pictures,http://www.pitchperfectmovie.com/,True,NA,Rotten Tomatoes,65%
Walk the Line,2005,PG-13,2005-11-18,136 min,"Biography, Drama, Music, Romance",James Mangold,"Johnny Cash (book), Johnny Cash (book), Gill Dennis, James Mangold","Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.","English, Russian","USA, Germany",Won 1 Oscar. Another 44 wins & 46 nominations.,https://m.media-amazon.com/images/M/MV5BMjIyOTU3MjUxOF5BMl5BanBnXkFtZTcwMTQ0NjYzMw@@._V1_SX300.jpg,72,7.9,209366,tt0358273,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/walk_the_line/,2006-02-28,"$119,317,827",20th Century Fox,http://www.walkthelinethemovie.com/,True,NA,Rotten Tomatoes,83%
Keeping the Faith,2000,PG-13,2000-04-14,128 min,"Comedy, Drama, Romance",Edward Norton,Stuart Blumberg,"Ben Stiller, Edward Norton, Jenna Elfman, Anne Bancroft","Two friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance.","English, Hebrew, Spanish",USA,2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTMxNzg3MzQ3Nl5BMl5BanBnXkFtZTYwOTY4Nzc5._V1_SX300.jpg,60,6.4,47514,tt0171433,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/keeping_the_faith/,2000-10-17,N/A,Touchstone Pictures,http://studio.go.com/movies/keepingthefaith/index.html,True,NA,Rotten Tomatoes,69%
The Borrowers,1997,PG,1998-02-13,89 min,"Adventure, Comedy, Family, Fantasy",Peter Hewitt,"Mary Norton (novels), Gavin Scott (screenplay), John Kamps (screenplay)","John Goodman, Mark Williams, Jim Broadbent, Celia Imrie",A secret family of four-inch people living inside the walls of a house must save their home from an evil real estate developer.,English,"UK, USA",Nominated for 1 BAFTA Film Award. Another 1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMDQ1OTk3OWItZjVhYy00YWFlLWE1N2ItN2U1MDVlZmE5YWZlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,5.8,18392,tt0118755,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1081203-borrowers/,1998-08-19,N/A,PolyGram,N/A,True,NA,Rotten Tomatoes,73%
Frost/Nixon,2008,R,2009-01-23,122 min,"Biography, Drama, History",Ron Howard,"Peter Morgan (screenplay), Peter Morgan (play)","Frank Langella, Michael Sheen, Sam Rockwell, Kevin Bacon",A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,English,"USA, UK, France",Nominated for 5 Oscars. Another 21 wins & 71 nominations.,https://m.media-amazon.com/images/M/MV5BOTY4NTU2NTU4NF5BMl5BanBnXkFtZTcwNjE0OTc5MQ@@._V1_SX300.jpg,80,7.7,96263,tt0870111,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/frostnixon/,2009-04-21,"$18,600,000",Universal Pictures,http://www.frostnixon.net,True,NA,Rotten Tomatoes,93%
Confessions of a Dangerous Mind,2002,R,2003-01-24,113 min,"Biography, Comedy, Crime, Drama, Romance, Thriller",George Clooney,"Chuck Barris (book), Charlie Kaufman (screenplay)","Dick Clark, Sam Rockwell, Michelle Sweeney, Drew Barrymore","An adaptation of the cult memoir of game show impresario Chuck Barris, in which he purports to have been a CIA hitman.","English, Spanish","USA, Germany, Canada",7 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BYmFiMWVmMzUtZTUwMC00ZTVjLTgxMGItODEyNjFkMzNhN2ZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,67,7.1,78105,tt0270288,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/confessions_of_a_dangerous_mind/,2003-09-09,N/A,Miramax Films,http://www.miramax.com/confessions/index.html,True,NA,Rotten Tomatoes,79%
Serving Sara,2002,PG-13,2002-08-23,99 min,"Comedy, Romance",Reginald Hudlin,"Jay Scherick, David Ronn","Matthew Perry, Elizabeth Hurley, Vincent Pastore, Bruce Campbell",A process server tries to serve an elusive female target.,"English, Spanish","Germany, USA",N/A,https://m.media-amazon.com/images/M/MV5BNDJkN2MyMjUtMjJhNi00Mzc1LTkzYzUtNWI5NGQzZGIwOWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,18,5.3,15757,tt0261289,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/serving_sara/,2003-01-28,"$16,881,019",Paramount Pictures,http://www.servingsara.com,True,NA,Rotten Tomatoes,4%
The Boss,2016,R,2016-04-08,99 min,Comedy,Ben Falcone,"Melissa McCarthy, Ben Falcone, Steve Mallory","Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson","A titan of industry is sent to prison after she's caught insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMjQzNTUwNDU0OV5BMl5BanBnXkFtZTgwNzU5NTAwODE@._V1_SX300.jpg,40,5.4,37932,tt2702724,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_boss_2016/,2016-07-26,"$54,489,847",Universal Pictures,http://www.thebossfilm.com/,True,NA,Rotten Tomatoes,22%
Cry Freedom,1987,PG,1987-11-06,157 min,"Biography, Drama, History",Richard Attenborough,"John Briley (screenplay), Donald Woods (books)","Josette Simon, Wabei Siyolwe, John Matshikiza, Juanita Waterman","South African journalist Donald Woods is forced to flee the country, after attempting to investigate the death in custody of his friend, the black activist Steve Biko.",English,UK,Nominated for 3 Oscars. Another 5 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BZGRlYmNjYzgtM2QzYS00MWI1LWFmM2YtOWY1Zjc3MThlYWUyXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_SX300.jpg,59,7.5,11408,tt0092804,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/cry_freedom/,1999-02-23,N/A,MCA Universal Home Video,N/A,True,NA,Rotten Tomatoes,82%
Mumford,1999,R,1999-09-24,112 min,"Comedy, Drama",Lawrence Kasdan,Lawrence Kasdan,"Loren Dean, Hope Davis, Jason Lee, Alfre Woodard","In the small town of Mumford, a psychologist of the same name moves in and quickly becomes very popular, despite a questionable past.",English,USA,1 win & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MzExMDU1Ml5BMl5BanBnXkFtZTcwMzg3MzkyMQ@@._V1_SX300.jpg,62,6.9,8312,tt0140397,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/mumford/,2001-04-17,N/A,Buena Vista Pictures,http://movies.go.com/mumford/index.html,True,NA,Rotten Tomatoes,56%
Seed of Chucky,2004,R,2004-11-12,87 min,"Comedy, Fantasy, Horror, Thriller",Don Mancini,"Don Mancini (characters), Don Mancini","Brad Dourif, Jennifer Tilly, Billy Boyd, Redman","Chucky and Tiffany are resurrected by their innocent son, Glen, and hit Hollywood, where a movie depicting the killer dolls' murder spree is underway.","English, Japanese","Romania, USA, UK",1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTIwMTczMjc3M15BMl5BanBnXkFtZTcwODcxMzcyMQ@@._V1_SX300.jpg,46,4.9,34123,tt0387575,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/seed_of_chucky/,2005-06-07,"$17,016,190",Focus Features,http://www.seed-of-chucky.com/home.html,True,NA,Rotten Tomatoes,32%
The Jacket,2005,R,2005-03-04,103 min,"Drama, Fantasy, Mystery, Sci-Fi, Thriller",John Maybury,"Tom Bleecker (story), Marc Rocco (story), Massy Tadjedin (screenplay)","Adrien Brody, Keira Knightley, Kris Kristofferson, Jennifer Jason Leigh","A Gulf war veteran is wrongly sent to a mental institution for insane criminals, where he becomes the object of a doctor's experiments, and his life is completely affected by them.",English,"Germany, USA",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZjNjNDcxOTYtYTYxYS00ZWU3LTlhYzQtNGY5ZjJmYzE0OTFmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,44,7.1,102411,tt0366627,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/jacket/,2005-06-21,"$6,282,106",Warner Independent,http://www.thejacketmovie.com,True,NA,Rotten Tomatoes,44%
Aladdin,1992,G,1992-11-25,90 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Ron Clements, John Musker","Ron Clements (screenplay by), John Musker (screenplay by), Ted Elliott (screenplay by), Terry Rossio (screenplay by), Burny Mattinson (story), Roger Allers (story), Daan Jippes (story), Kevin Harkey (story), Sue C. Nichols (story), Francis Glebas (story), Darrell Rooney (story), Larry Leker (story), James Fujii (story), Kirk Hanson (story), Kevin Lima (story), Rebecca Rees (story), David S. Smith (story), Chris Sanders (story), Brian Pimental (story), Patrick A. Ventura (story)","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman","When a street urchin vies for the love of a beautiful princess, he uses a genie's magic power to make himself off as a prince in order to marry her.",English,USA,Won 2 Oscars. Another 30 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,86,8,312000,tt0103639,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1042582-aladdin/,2004-10-05,N/A,Buena Vista Distribution Compa,http://disney.go.com/vault/archives/characters/aladdin/aladdin.html,True,NA,Rotten Tomatoes,94%
Straight Outta Compton,2015,R,2015-08-14,147 min,"Biography, Drama, History, Music",F. Gary Gray,"Jonathan Herman (screenplay), Andrea Berloff (screenplay), S. Leigh Savidge (story), Alan Wenkus (story), Andrea Berloff (story)","O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.","The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",English,USA,Nominated for 1 Oscar. Another 27 wins & 40 nominations.,https://m.media-amazon.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_SX300.jpg,72,7.9,162690,tt1398426,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/straight_outta_compton/,2016-01-19,"$129,402,415",Universal Pictures,http://www.straightouttacompton.com,True,NA,Rotten Tomatoes,88%
Indiana Jones and the Temple of Doom,1984,PG,1984-05-23,118 min,"Action, Adventure",Steven Spielberg,"Willard Huyck (screenplay by), Gloria Katz (screenplay by), George Lucas (story by)","Harrison Ford, Kate Capshaw, Jonathan Ke Quan, Amrish Puri","In 1935, Indiana Jones arrives in India, still part of the British Empire, and is asked to find a mystical stone. He then stumbles upon a secret cult committing enslavement and human sacrifices in the catacombs of an ancient palace.","English, Sinhalese",USA,Won 1 Oscar. Another 8 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BMGI1NTk2ZWMtMmI0YS00Yzg0LTljMzgtZTg4YjkyY2E5Zjc0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,57,7.6,395791,tt0087469,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/indiana_jones_and_the_temple_of_doom/,2003-10-21,N/A,Paramount Pictures,http://www.indianajones.com/,True,NA,Rotten Tomatoes,85%
The Rugrats Movie,1998,G,1998-11-20,79 min,"Animation, Adventure, Comedy, Drama, Family, Musical","Igor Kovalyov, Norton Virgien","David N. Weiss, J. David Stem, Arlene Klasky (based on the television series created by), Gabor Csupo (creator ""Rugrats""), Paul Germain (based on the television series created by)","Elizabeth Daily, Christine Cavanaugh, Kath Soucie, Melanie Chartoff","Tommy, Chuckie, Phil, Lil and newborn baby Dil get lost in the forest.",English,USA,2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BZjNiMWE1M2ItMTdlNi00NmZiLWEwYzctODJiMjU1MmY0MTlmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.9,16403,tt0134067,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/rugrats_movie/,1999-03-30,N/A,Paramount Pictures,N/A,True,NA,Rotten Tomatoes,59%
Along Came a Spider,2001,R,2001-04-06,104 min,"Drama, Thriller",Lee Tamahori,"James Patterson (novel), Marc Moss (screenplay)","Morgan Freeman, Monica Potter, Michael Wincott, Dylan Baker","When a congressman's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner.","English, Russian","USA, Germany, Canada",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BOTVlY2VhMWEtYmRlOC00YWVhLWEzMDktZWJlYzNiMWJmZTIwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,42,6.3,67571,tt0164334,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/along_came_a_spider/,2001-09-25,"$73,587,034",Paramount Pictures,http://www.alongcameaspidermovie.com,True,NA,Rotten Tomatoes,31%
Florence Foster Jenkins,2016,PG-13,2016-08-12,111 min,"Biography, Comedy, Drama, Music",Stephen Frears,Nicholas Martin,"Meryl Streep, Hugh Grant, Simon Helberg, Rebecca Ferguson","The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.","English, German, Italian, Russian","UK, France",Nominated for 2 Oscars. Another 8 wins & 39 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0Mzc4MjMxMl5BMl5BanBnXkFtZTgwODIwNTQxODE@._V1_SX300.jpg,71,6.8,43528,tt4136084,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/florence_foster_jenkins_2016/,2016-12-13,"$27,370,107",BBC Films,N/A,True,NA,Rotten Tomatoes,87%
Once Upon a Time in Mexico,2003,R,2003-09-12,102 min,"Action, Thriller",Robert Rodriguez,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Johnny Depp, Mickey Rourke","Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.","English, Spanish",USA,3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTU5MDg5OTcwOV5BMl5BanBnXkFtZTcwMjI1MTIzMw@@._V1_SX300.jpg,56,6.4,143847,tt0285823,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/once_upon_a_time_in_mexico/,2004-01-20,"$55,900,000",Sony Pictures Releasing,http://www.sonypictures.com/movies/onceuponatimeinmexico/,True,NA,Rotten Tomatoes,67%
Die Hard,1988,R,1988-07-20,132 min,"Action, Thriller",John McTiernan,"Roderick Thorp (novel), Jeb Stuart (screenplay), Steven E. de Souza (screenplay)","Bruce Willis, Bonnie Bedelia, Reginald VelJohnson, Paul Gleason",An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,"English, German, Italian, Japanese",USA,Nominated for 4 Oscars. Another 7 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,72,8.2,708914,tt0095016,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/die_hard/,1999-03-09,N/A,20th Century Fox,https://www.foxmovies.com/movies/die-hard,True,NA,Rotten Tomatoes,93%
